model,feature,mean,std,median,count
lesion_uncertainty_plus_mass_effect,me_mass_effect_3_20mm_magnitude_mm_median,-1.7531289929190548,1.0607039758249783,-1.6342279671917588,100
lesion_uncertainty_plus_mass_effect,me_mass_effect_3_20mm_magnitude_mm_p95,4.76032376007869,1.4324098199969995,4.873181092133194,100
lesion_uncertainty_plus_mass_effect,me_mass_effect_3_20mm_mean_absolute_radial_mm,0.18450497232546403,0.682503353911551,0.12582776326290246,100
lesion_uncertainty_plus_mass_effect,me_mass_effect_3_20mm_outward_integral_ml_mm,-2.6157648534680673,0.7551884204434434,-2.4964552528569395,100
lesion_uncertainty_plus_mass_effect,me_mass_effect_3_20mm_radial_mm_median,-2.6388010955200283,0.9708833856757876,-2.47906801160336,100
lesion_uncertainty_plus_mass_effect,right_language_lesion_ml,-0.5364560724865481,0.4482639397539091,-0.6585098229486194,100
lesion_uncertainty_plus_mass_effect,unc_boundary_mean_entropy,0.5995066594269637,0.32341111782654397,0.5989573341311221,100
lesion_uncertainty_plus_mass_effect,unc_candidate_mean_entropy,-2.267724864546801,0.5729788593499198,-2.240132448829608,100
lesion_uncertainty_plus_mass_effect,unc_entropy_mass_ml,-2.77951260615872,1.2599570394460757,-2.618659916701648,100
lesion_uncertainty_plus_mass_effect,unc_expected_left_lesion_volume_ml,-2.6722180447084356,15.759464564606905,-1.1070577960867274,100
lesion_uncertainty_plus_mass_effect,unc_expected_lesion_volume_ml,-2.082056716497626,9.976090359006008,-1.0953650021135268,100
lesion_uncertainty_plus_mass_effect,unc_expected_right_lesion_volume_ml,0.6514011637352375,0.43225866016362546,0.6744225540186448,100
lesion_uncertainty_plus_mass_effect,unc_high_uncertainty_volume_ml,-2.003979740300312,3.153355413729623,-2.3359254355005863,100
lesion_uncertainty_plus_mass_effect,unc_left_entropy_mass_ml,-3.0750346866357163,3.8493115297088036,-2.6520308619867725,100
lesion_uncertainty_plus_mass_effect,unc_maximum_lesion_probability,-1.1932683696913964,0.7096961738854666,-1.2089693724706678,100
lesion_uncertainty_plus_mass_effect,unc_right_entropy_mass_ml,0.2559504517533473,0.6035281219617031,0.3120151263726044,100
lesion_uncertainty_plus_mass_effect,unc_volume_p25_ml,0.44679976068426064,15.20406090911431,-1.056354794583853,100
lesion_uncertainty_plus_mass_effect,unc_volume_p75_ml,0.8330752915800484,17.675838694149522,-0.9292831676056219,100
