model,n_subjects,svreg_mean_mae,ants_mean_mae,ants_minus_svreg_mean_mae,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_p_value
clinical_only,210,24.22997214881134,24.22997214881134,0.0,0.0,0.0,1.0
intercept_only,210,24.13804835600907,24.13804835600907,0.0,0.0,0.0,1.0
lesion_plus_hodge,210,16.47898701930254,16.54302207882319,0.06403505952064625,-0.41413993194900317,0.5473033772490422,0.5904336579779906
lesion_plus_mass_effect,210,16.04498513862331,15.609098432530608,-0.4358867060927042,-1.1984146196914807,0.27311692341924115,0.6809476839227958
lesion_plus_mass_effect_plus_hodge,210,16.121842001408584,15.780297913446548,-0.3415440879620367,-1.0213636770613805,0.31941684328310893,0.6277491572737716
lesion_plus_uncertainty,210,15.710986121434049,15.710986121434049,0.0,0.0,0.0,1.0
lesion_standard,210,16.42281359845223,16.42281359845223,0.0,0.0,0.0,1.0
lesion_uncertainty_plus_mass_effect,210,15.771046737295068,15.289228390510635,-0.48181834678443225,-1.0687409324965267,0.046935820786902546,0.22770626532318383
