model,n,mae_mean,mae_sd_across_repeats,mae_p025_across_repeats,mae_p975_across_repeats,rmse_mean,rmse_sd_across_repeats,rmse_p025_across_repeats,rmse_p975_across_repeats,r2_mean,r2_sd_across_repeats,r2_p025_across_repeats,r2_p975_across_repeats,pearson_r_mean,pearson_r_sd_across_repeats,pearson_r_p025_across_repeats,pearson_r_p975_across_repeats
lesion_standard,209,16.43432923520043,0.2273088601536678,16.18779027879753,16.928951467955233,20.351221781850946,0.2556570370041064,20.062239641477042,20.900115241881366,0.45311271471746756,0.013836876953741877,0.42328361215632027,0.46861073063287323,0.6740503468516004,0.009623123683446729,0.6529388205358467,0.6847271151240685
lesion_plus_mass_effect,209,16.10673377306761,0.2842325056766436,15.67778370692281,16.57970005692731,20.362661204835877,0.33072322722443864,19.881298933943643,20.914265523129398,0.45244261573124983,0.01779256218147523,0.4225189272431831,0.47815507056550716,0.674841359819281,0.011759042831217979,0.6546951417925481,0.6917931144420154
lesion_plus_hodge,209,16.455490255370286,0.24665201987998334,16.088322054658953,16.94006136802582,20.455040208502247,0.2661942231378467,20.051499112526578,20.926563632785417,0.4475127125206533,0.014418746916099285,0.42177524208504225,0.4691679439341231,0.6701174493802682,0.01010254511391591,0.651658067921886,0.6852854719281866
lesion_plus_mass_effect_plus_hodge,209,16.133814932290395,0.25147855021905785,15.721413367530378,16.5948184468419,20.388747423965153,0.31018572697132385,19.964601580716415,20.92907220562367,0.45105564699116296,0.016747724748536724,0.4216894258887756,0.4737650089096778,0.6730617829589288,0.011335447714744987,0.652715460160301,0.6883087724230524
