repeat,model,n,mae,rmse,r2,pearson_r
11,lesion_plus_mass_effect_and_registration_qc,210,15.75325967003082,19.840379766817005,0.4816747303482095,0.6942846559444398
11,lesion_plus_uncertainty,210,16.07599783345275,20.751465440725127,0.4329779293636429,0.6689026340332269
11,lesion_uncertainty_plus_mass_effect,210,15.492281076596685,19.564270560839248,0.49600092295779996,0.7051806646187713
11,lesion_plus_hodge,210,16.293106583256343,20.147370691640386,0.46551050370502156,0.682484263503021
11,lesion_plus_mass_effect_plus_hodge,210,16.064439220099253,20.02193145392733,0.47214533850350837,0.6872871129012211
12,intercept_only,210,24.199293650793653,27.69873468974167,-0.010234699667432956,-0.13488892330725846
12,clinical_only,210,24.41814008290053,27.917068321631675,-0.0262236985466191,-0.13928152365680196
12,lesion_standard,210,16.316572340250435,20.16743812706374,0.4644452356603914,0.6818296532216753
12,lesion_plus_mass_effect,210,15.821993437788986,19.822878798032804,0.4825887444621688,0.6948045226947897
12,lesion_plus_mass_effect_and_registration_qc,210,15.792608389612791,19.844627943937425,0.4814527413223654,0.6939312856634507
12,lesion_plus_uncertainty,210,15.192971283049008,19.550792818505563,0.49669508938947704,0.7064278675200258
12,lesion_uncertainty_plus_mass_effect,210,15.314438826840238,19.44730869344382,0.5020090657524837,0.7090266047455411
12,lesion_plus_hodge,210,16.39028644322992,20.455019653659882,0.44906264081514313,0.6709989597987925
12,lesion_plus_mass_effect_plus_hodge,210,15.885813599758695,19.91971716184762,0.4775211004973958,0.6910988510591695
13,intercept_only,210,24.05541723356009,27.5832174666165,-0.0018259285373145584,-0.05697451340247022
13,clinical_only,210,24.138163395707913,27.747724192859852,-0.013811372947450051,-0.0655325470585587
13,lesion_standard,210,16.50640339652417,20.52233997951726,0.4454302497267739,0.6695951799411324
13,lesion_plus_mass_effect,210,16.12314890246194,20.82940559932842,0.42871058895015646,0.6622848647158076
13,lesion_plus_mass_effect_and_registration_qc,210,16.114447127957803,20.89730255257928,0.4249800907775153,0.6607397502978124
13,lesion_plus_uncertainty,210,15.657788272127233,19.752396015554897,0.4862616469690195,0.698806484360342
13,lesion_uncertainty_plus_mass_effect,210,15.584458625460519,19.766220800804927,0.48554226002756096,0.6985960005932692
13,lesion_plus_hodge,210,16.343826959042257,20.40023158240093,0.45201002207736596,0.6739871447223813
13,lesion_plus_mass_effect_plus_hodge,210,15.944941037870775,20.303672860879878,0.4571852561531806,0.6776351848400506
14,intercept_only,210,24.164658730158738,27.708203393588217,-0.010925507264061496,-0.13936686846233598
14,clinical_only,210,24.27524611710763,27.806023574291316,-0.01807598696635737,-0.16630688456154638
14,lesion_standard,210,16.293509181751624,20.229848196499372,0.46112545585308773,0.6791582224855152
14,lesion_plus_mass_effect,210,15.842214051765279,19.9870027183545,0.47398544207035065,0.6885726068497703
14,lesion_plus_mass_effect_and_registration_qc,210,15.80241335750524,20.00881098493438,0.4728369232801529,0.6878055329481033
14,lesion_plus_uncertainty,210,15.430969954457218,20.007523295587628,0.47290477343229065,0.6905742492446366
